Continente,País,Consulado,Circ.Electoral,Local,Mesa,Mesas Fusionadas,Electores,Nro.voto,Opción Constitución Política,Votos TRICEL
EUROPA,SUECIA,SECCIÓN CONSULAR,ESTOCOLMO,LOCAL PRIVADO,5.0,5,208.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,1.0,1,347.0,1.0,APRUEBO,155.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,1.0,1,347.0,2.0,RECHAZO,18.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,1.0,1,347.0,900.0,VOTOS NULOS,1.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,1.0,1,347.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,2.0,2,346.0,1.0,APRUEBO,144.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,2.0,2,346.0,2.0,RECHAZO,20.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,2.0,2,346.0,900.0,VOTOS NULOS,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,2.0,2,346.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,3.0,3,348.0,1.0,APRUEBO,189.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,3.0,3,348.0,2.0,RECHAZO,31.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,3.0,3,348.0,900.0,VOTOS NULOS,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,3.0,3,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,4.0,4,131.0,1.0,APRUEBO,89.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,4.0,4,131.0,2.0,RECHAZO,11.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,4.0,4,131.0,900.0,VOTOS NULOS,0.0
EUROPA,SUIZA,SECCIÓN CONSULAR,BERNA,CONSULADO,4.0,4,131.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,TURQUIA,SECCIÓN CONSULAR,ANKARA,CONSULADO,1.0,1,31.0,1.0,APRUEBO,10.0
EUROPA,TURQUIA,SECCIÓN CONSULAR,ANKARA,CONSULADO,1.0,1,31.0,2.0,RECHAZO,7.0
EUROPA,TURQUIA,SECCIÓN CONSULAR,ANKARA,CONSULADO,1.0,1,31.0,900.0,VOTOS NULOS,0.0
EUROPA,TURQUIA,SECCIÓN CONSULAR,ANKARA,CONSULADO,1.0,1,31.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,1.0,1,333.0,1.0,APRUEBO,183.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,1.0,1,333.0,2.0,RECHAZO,23.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,1.0,1,333.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,1.0,1,333.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,2.0,2,329.0,1.0,APRUEBO,174.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,2.0,2,329.0,2.0,RECHAZO,23.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,2.0,2,329.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,2.0,2,329.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,3.0,3,337.0,1.0,APRUEBO,230.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,3.0,3,337.0,2.0,RECHAZO,16.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,3.0,3,337.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,3.0,3,337.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,4.0,4,332.0,1.0,APRUEBO,215.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,4.0,4,332.0,2.0,RECHAZO,18.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,4.0,4,332.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,4.0,4,332.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,5.0,5,213.0,1.0,APRUEBO,139.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,5.0,5,213.0,2.0,RECHAZO,11.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,5.0,5,213.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,MELBOURNE,LOCAL PRIVADO,5.0,5,213.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,1.0,1-8,437.0,1.0,APRUEBO,201.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,1.0,1-8,437.0,2.0,RECHAZO,45.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,1.0,1-8,437.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,1.0,1-8,437.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,2.0,2,344.0,1.0,APRUEBO,149.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,2.0,2,344.0,2.0,RECHAZO,47.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,2.0,2,344.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,2.0,2,344.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,3.0,3,343.0,1.0,APRUEBO,149.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,3.0,3,343.0,2.0,RECHAZO,33.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,3.0,3,343.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,3.0,3,343.0,901.0,VOTOS EN BLANCO,1.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,4.0,4,337.0,1.0,APRUEBO,156.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,4.0,4,337.0,2.0,RECHAZO,30.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,4.0,4,337.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,4.0,4,337.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,5.0,5,338.0,1.0,APRUEBO,173.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,5.0,5,338.0,2.0,RECHAZO,18.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,5.0,5,338.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,5.0,5,338.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,6.0,6,343.0,1.0,APRUEBO,172.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,6.0,6,343.0,2.0,RECHAZO,25.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,6.0,6,343.0,900.0,VOTOS NULOS,1.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,6.0,6,343.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,7.0,7,316.0,1.0,APRUEBO,139.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,7.0,7,316.0,2.0,RECHAZO,14.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,7.0,7,316.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,CONSULADO GRAL.,SYDNEY,LOCAL PRIVADO,7.0,7,316.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,LOCAL ADICIONAL,PERTH,LOCAL PRIVADO,1.0,1,297.0,1.0,APRUEBO,183.0
OCEANIA,AUSTRALIA,LOCAL ADICIONAL,PERTH,LOCAL PRIVADO,1.0,1,297.0,2.0,RECHAZO,29.0
OCEANIA,AUSTRALIA,LOCAL ADICIONAL,PERTH,LOCAL PRIVADO,1.0,1,297.0,900.0,VOTOS NULOS,0.0
OCEANIA,AUSTRALIA,LOCAL ADICIONAL,PERTH,LOCAL PRIVADO,1.0,1,297.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,AUSTRALIA,SECCIÓN CONSULAR,CANBERRA,CONSULADO,1.0,1,152.0,1.0,APRUEBO,85.0
OCEANIA,AUSTRALIA,SECCIÓN CONSULAR,CANBERRA,CONSULADO,1.0,1,152.0,2.0,RECHAZO,26.0
OCEANIA,AUSTRALIA,SECCIÓN CONSULAR,CANBERRA,CONSULADO,1.0,1,152.0,900.0,VOTOS NULOS,1.0
OCEANIA,AUSTRALIA,SECCIÓN CONSULAR,CANBERRA,CONSULADO,1.0,1,152.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,1.0,1-3,405.0,1.0,APRUEBO,248.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,1.0,1-3,405.0,2.0,RECHAZO,23.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,1.0,1-3,405.0,900.0,VOTOS NULOS,1.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,1.0,1-3,405.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,2.0,2,350.0,1.0,APRUEBO,210.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,2.0,2,350.0,2.0,RECHAZO,15.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,2.0,2,350.0,900.0,VOTOS NULOS,0.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,AUCKLAND,LOCAL PRIVADO,2.0,2,350.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,1.0,1-2-5,411.0,1.0,APRUEBO,181.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,1.0,1-2-5,411.0,2.0,RECHAZO,15.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,1.0,1-2-5,411.0,900.0,VOTOS NULOS,1.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,1.0,1-2-5,411.0,901.0,VOTOS EN BLANCO,0.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,3.0,3-4,326.0,1.0,APRUEBO,159.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,3.0,3-4,326.0,2.0,RECHAZO,4.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,3.0,3-4,326.0,900.0,VOTOS NULOS,0.0
OCEANIA,NUEVA ZELANDA,SECCIÓN CONSULAR,WELLINGTON,LOCAL PRIVADO,3.0,3-4,326.0,901.0,VOTOS EN BLANCO,1.0
,,,,,,,,,,
,,,,,,,,,Total,30962.0
