Continente,País,Consulado,Circ.Electoral,Local,Mesa,Mesas Fusionadas,Electores,Nro.voto,Opción Constitución Política,Votos TRICEL
AMERICA,PARAGUAY,SECCIÓN CONSULAR,ASUNCION,CONSULADO,1.0,1-2,362.0,1.0,APRUEBO,78.0
AMERICA,PARAGUAY,SECCIÓN CONSULAR,ASUNCION,CONSULADO,1.0,1-2,362.0,2.0,RECHAZO,77.0
AMERICA,PARAGUAY,SECCIÓN CONSULAR,ASUNCION,CONSULADO,1.0,1-2,362.0,900.0,VOTOS NULOS,0.0
AMERICA,PARAGUAY,SECCIÓN CONSULAR,ASUNCION,CONSULADO,1.0,1-2,362.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,1.0,1,316.0,1.0,APRUEBO,87.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,1.0,1,316.0,2.0,RECHAZO,86.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,1.0,1,316.0,900.0,VOTOS NULOS,0.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,1.0,1,316.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,2.0,2,325.0,1.0,APRUEBO,67.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,2.0,2,325.0,2.0,RECHAZO,99.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,2.0,2,325.0,900.0,VOTOS NULOS,1.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,2.0,2,325.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,3.0,3,202.0,1.0,APRUEBO,66.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,3.0,3,202.0,2.0,RECHAZO,64.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,3.0,3,202.0,900.0,VOTOS NULOS,0.0
AMERICA,PERU,CONSULADO GRAL.,LIMA,CONSULADO,3.0,3,202.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,PERU,CONSULADO GRAL.,TACNA,CONSULADO,1.0,1,153.0,1.0,APRUEBO,11.0
AMERICA,PERU,CONSULADO GRAL.,TACNA,CONSULADO,1.0,1,153.0,2.0,RECHAZO,10.0
AMERICA,PERU,CONSULADO GRAL.,TACNA,CONSULADO,1.0,1,153.0,900.0,VOTOS NULOS,1.0
AMERICA,PERU,CONSULADO GRAL.,TACNA,CONSULADO,1.0,1,153.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,REPUBLICA DOMINICANA,SECCIÓN CONSULAR,SANTO DOMINGO,CONSULADO,1.0,1,134.0,1.0,APRUEBO,44.0
AMERICA,REPUBLICA DOMINICANA,SECCIÓN CONSULAR,SANTO DOMINGO,CONSULADO,1.0,1,134.0,2.0,RECHAZO,34.0
AMERICA,REPUBLICA DOMINICANA,SECCIÓN CONSULAR,SANTO DOMINGO,CONSULADO,1.0,1,134.0,900.0,VOTOS NULOS,0.0
AMERICA,REPUBLICA DOMINICANA,SECCIÓN CONSULAR,SANTO DOMINGO,CONSULADO,1.0,1,134.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,URUGUAY,CONSULADO GRAL.,MONTEVIDEO,CONSULADO,1.0,1-2,366.0,1.0,APRUEBO,184.0
AMERICA,URUGUAY,CONSULADO GRAL.,MONTEVIDEO,CONSULADO,1.0,1-2,366.0,2.0,RECHAZO,38.0
AMERICA,URUGUAY,CONSULADO GRAL.,MONTEVIDEO,CONSULADO,1.0,1-2,366.0,900.0,VOTOS NULOS,0.0
AMERICA,URUGUAY,CONSULADO GRAL.,MONTEVIDEO,CONSULADO,1.0,1-2,366.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,VENEZUELA,CONSULADO,PUERTO ORDAZ,LOCAL PRIVADO,1.0,1-2,318.0,1.0,APRUEBO,38.0
AMERICA,VENEZUELA,CONSULADO,PUERTO ORDAZ,LOCAL PRIVADO,1.0,1-2,318.0,2.0,RECHAZO,45.0
AMERICA,VENEZUELA,CONSULADO,PUERTO ORDAZ,LOCAL PRIVADO,1.0,1-2,318.0,900.0,VOTOS NULOS,0.0
AMERICA,VENEZUELA,CONSULADO,PUERTO ORDAZ,LOCAL PRIVADO,1.0,1-2,318.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,1.0,1-3,333.0,1.0,APRUEBO,56.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,1.0,1-3,333.0,2.0,RECHAZO,39.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,1.0,1-3,333.0,900.0,VOTOS NULOS,0.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,1.0,1-3,333.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,2.0,2,320.0,1.0,APRUEBO,24.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,2.0,2,320.0,2.0,RECHAZO,46.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,2.0,2,320.0,900.0,VOTOS NULOS,0.0
AMERICA,VENEZUELA,CONSULADO GRAL.,CARACAS,CONSULADO,2.0,2,320.0,901.0,VOTOS EN BLANCO,0.0
ASIA,COREA,SECCIÓN CONSULAR,SEUL,CONSULADO,1.0,1,69.0,1.0,APRUEBO,36.0
ASIA,COREA,SECCIÓN CONSULAR,SEUL,CONSULADO,1.0,1,69.0,2.0,RECHAZO,6.0
ASIA,COREA,SECCIÓN CONSULAR,SEUL,CONSULADO,1.0,1,69.0,900.0,VOTOS NULOS,0.0
ASIA,COREA,SECCIÓN CONSULAR,SEUL,CONSULADO,1.0,1,69.0,901.0,VOTOS EN BLANCO,0.0
ASIA,EL LIBANO,SECCIÓN CONSULAR,BEIRUT,CONSULADO,1.0,1,50.0,1.0,APRUEBO,6.0
ASIA,EL LIBANO,SECCIÓN CONSULAR,BEIRUT,CONSULADO,1.0,1,50.0,2.0,RECHAZO,11.0
ASIA,EL LIBANO,SECCIÓN CONSULAR,BEIRUT,CONSULADO,1.0,1,50.0,900.0,VOTOS NULOS,0.0
ASIA,EL LIBANO,SECCIÓN CONSULAR,BEIRUT,CONSULADO,1.0,1,50.0,901.0,VOTOS EN BLANCO,0.0
ASIA,EMIRATOS ARABES UNIDOS,SECCIÓN CONSULAR,ABU DHABI,LOCAL PRIVADO,1.0,1,69.0,1.0,APRUEBO,20.0
ASIA,EMIRATOS ARABES UNIDOS,SECCIÓN CONSULAR,ABU DHABI,LOCAL PRIVADO,1.0,1,69.0,2.0,RECHAZO,21.0
ASIA,EMIRATOS ARABES UNIDOS,SECCIÓN CONSULAR,ABU DHABI,LOCAL PRIVADO,1.0,1,69.0,900.0,VOTOS NULOS,0.0
ASIA,EMIRATOS ARABES UNIDOS,SECCIÓN CONSULAR,ABU DHABI,LOCAL PRIVADO,1.0,1,69.0,901.0,VOTOS EN BLANCO,0.0
ASIA,FILIPINAS,SECCIÓN CONSULAR,MANILA,CONSULADO,1.0,1,18.0,1.0,APRUEBO,6.0
ASIA,FILIPINAS,SECCIÓN CONSULAR,MANILA,CONSULADO,1.0,1,18.0,2.0,RECHAZO,3.0
ASIA,FILIPINAS,SECCIÓN CONSULAR,MANILA,CONSULADO,1.0,1,18.0,900.0,VOTOS NULOS,0.0
ASIA,FILIPINAS,SECCIÓN CONSULAR,MANILA,CONSULADO,1.0,1,18.0,901.0,VOTOS EN BLANCO,0.0
ASIA,INDIA,SECCIÓN CONSULAR,NUEVA DELHI,CONSULADO,1.0,1,21.0,1.0,APRUEBO,6.0
ASIA,INDIA,SECCIÓN CONSULAR,NUEVA DELHI,CONSULADO,1.0,1,21.0,2.0,RECHAZO,1.0
ASIA,INDIA,SECCIÓN CONSULAR,NUEVA DELHI,CONSULADO,1.0,1,21.0,900.0,VOTOS NULOS,0.0
ASIA,INDIA,SECCIÓN CONSULAR,NUEVA DELHI,CONSULADO,1.0,1,21.0,901.0,VOTOS EN BLANCO,1.0
ASIA,INDONESIA,SECCIÓN CONSULAR,JAKARTA,CONSULADO,1.0,1,24.0,1.0,APRUEBO,8.0
ASIA,INDONESIA,SECCIÓN CONSULAR,JAKARTA,CONSULADO,1.0,1,24.0,2.0,RECHAZO,5.0
ASIA,INDONESIA,SECCIÓN CONSULAR,JAKARTA,CONSULADO,1.0,1,24.0,900.0,VOTOS NULOS,0.0
ASIA,INDONESIA,SECCIÓN CONSULAR,JAKARTA,CONSULADO,1.0,1,24.0,901.0,VOTOS EN BLANCO,0.0
ASIA,ISRAEL,SECCIÓN CONSULAR,TEL AVIV,CONSULADO,1.0,1,196.0,1.0,APRUEBO,40.0
ASIA,ISRAEL,SECCIÓN CONSULAR,TEL AVIV,CONSULADO,1.0,1,196.0,2.0,RECHAZO,23.0
ASIA,ISRAEL,SECCIÓN CONSULAR,TEL AVIV,CONSULADO,1.0,1,196.0,900.0,VOTOS NULOS,1.0
ASIA,ISRAEL,SECCIÓN CONSULAR,TEL AVIV,CONSULADO,1.0,1,196.0,901.0,VOTOS EN BLANCO,0.0
ASIA,JAPON,SECCIÓN CONSULAR,TOKIO,CONSULADO,1.0,1,247.0,1.0,APRUEBO,124.0
ASIA,JAPON,SECCIÓN CONSULAR,TOKIO,CONSULADO,1.0,1,247.0,2.0,RECHAZO,16.0
ASIA,JAPON,SECCIÓN CONSULAR,TOKIO,CONSULADO,1.0,1,247.0,900.0,VOTOS NULOS,0.0
ASIA,JAPON,SECCIÓN CONSULAR,TOKIO,CONSULADO,1.0,1,247.0,901.0,VOTOS EN BLANCO,0.0
ASIA,JORDANIA,SECCIÓN CONSULAR,AMMAN,CONSULADO,1.0,1,19.0,1.0,APRUEBO,4.0
ASIA,JORDANIA,SECCIÓN CONSULAR,AMMAN,CONSULADO,1.0,1,19.0,2.0,RECHAZO,3.0
ASIA,JORDANIA,SECCIÓN CONSULAR,AMMAN,CONSULADO,1.0,1,19.0,900.0,VOTOS NULOS,0.0
ASIA,JORDANIA,SECCIÓN CONSULAR,AMMAN,CONSULADO,1.0,1,19.0,901.0,VOTOS EN BLANCO,0.0
ASIA,MALASIA,SECCIÓN CONSULAR,KUALA LUMPUR,CONSULADO,1.0,1,20.0,1.0,APRUEBO,11.0
ASIA,MALASIA,SECCIÓN CONSULAR,KUALA LUMPUR,CONSULADO,1.0,1,20.0,2.0,RECHAZO,5.0
ASIA,MALASIA,SECCIÓN CONSULAR,KUALA LUMPUR,CONSULADO,1.0,1,20.0,900.0,VOTOS NULOS,0.0
ASIA,MALASIA,SECCIÓN CONSULAR,KUALA LUMPUR,CONSULADO,1.0,1,20.0,901.0,VOTOS EN BLANCO,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,GUANGZHOU,CONSULADO,1.0,1,27.0,1.0,APRUEBO,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,GUANGZHOU,CONSULADO,1.0,1,27.0,2.0,RECHAZO,6.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,GUANGZHOU,CONSULADO,1.0,1,27.0,900.0,VOTOS NULOS,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,GUANGZHOU,CONSULADO,1.0,1,27.0,901.0,VOTOS EN BLANCO,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,HONG KONG,CONSULADO,1.0,1,53.0,1.0,APRUEBO,20.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,HONG KONG,CONSULADO,1.0,1,53.0,2.0,RECHAZO,15.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,HONG KONG,CONSULADO,1.0,1,53.0,900.0,VOTOS NULOS,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,HONG KONG,CONSULADO,1.0,1,53.0,901.0,VOTOS EN BLANCO,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,SHANGHAI,CONSULADO,1.0,1,125.0,1.0,APRUEBO,35.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,SHANGHAI,CONSULADO,1.0,1,125.0,2.0,RECHAZO,47.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,SHANGHAI,CONSULADO,1.0,1,125.0,900.0,VOTOS NULOS,0.0
ASIA,REPUBLICA POPULAR CHINA,CONSULADO GRAL.,SHANGHAI,CONSULADO,1.0,1,125.0,901.0,VOTOS EN BLANCO,0.0
ASIA,REPUBLICA POPULAR CHINA,SECCIÓN CONSULAR,BEIJING,CONSULADO,1.0,1,61.0,1.0,APRUEBO,24.0
ASIA,REPUBLICA POPULAR CHINA,SECCIÓN CONSULAR,BEIJING,CONSULADO,1.0,1,61.0,2.0,RECHAZO,9.0
ASIA,REPUBLICA POPULAR CHINA,SECCIÓN CONSULAR,BEIJING,CONSULADO,1.0,1,61.0,900.0,VOTOS NULOS,0.0
ASIA,REPUBLICA POPULAR CHINA,SECCIÓN CONSULAR,BEIJING,CONSULADO,1.0,1,61.0,901.0,VOTOS EN BLANCO,0.0
ASIA,SINGAPUR,SECCIÓN CONSULAR,SINGAPUR,CONSULADO,1.0,1,66.0,1.0,APRUEBO,27.0
ASIA,SINGAPUR,SECCIÓN CONSULAR,SINGAPUR,CONSULADO,1.0,1,66.0,2.0,RECHAZO,23.0
ASIA,SINGAPUR,SECCIÓN CONSULAR,SINGAPUR,CONSULADO,1.0,1,66.0,900.0,VOTOS NULOS,0.0
ASIA,SINGAPUR,SECCIÓN CONSULAR,SINGAPUR,CONSULADO,1.0,1,66.0,901.0,VOTOS EN BLANCO,0.0
ASIA,TAILANDIA,SECCIÓN CONSULAR,BANGKOK,CONSULADO,1.0,1,40.0,1.0,APRUEBO,22.0
ASIA,TAILANDIA,SECCIÓN CONSULAR,BANGKOK,CONSULADO,1.0,1,40.0,2.0,RECHAZO,5.0
ASIA,TAILANDIA,SECCIÓN CONSULAR,BANGKOK,CONSULADO,1.0,1,40.0,900.0,VOTOS NULOS,0.0
ASIA,TAILANDIA,SECCIÓN CONSULAR,BANGKOK,CONSULADO,1.0,1,40.0,901.0,VOTOS EN BLANCO,0.0
ASIA,VIETNAM,SECCIÓN CONSULAR,HANOI,CONSULADO,1.0,1,20.0,1.0,APRUEBO,11.0
ASIA,VIETNAM,SECCIÓN CONSULAR,HANOI,CONSULADO,1.0,1,20.0,2.0,RECHAZO,0.0
ASIA,VIETNAM,SECCIÓN CONSULAR,HANOI,CONSULADO,1.0,1,20.0,900.0,VOTOS NULOS,0.0
ASIA,VIETNAM,SECCIÓN CONSULAR,HANOI,CONSULADO,1.0,1,20.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,1.0,1-3,377.0,1.0,APRUEBO,167.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,1.0,1-3,377.0,2.0,RECHAZO,36.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,1.0,1-3,377.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,1.0,1-3,377.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,2.0,2,345.0,1.0,APRUEBO,220.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,2.0,2,345.0,2.0,RECHAZO,33.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,2.0,2,345.0,900.0,VOTOS NULOS,1.0
EUROPA,ALEMANIA,CONSULADO GRAL.,FRANKFURT,CONSULADO,2.0,2,345.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,1.0,1,348.0,1.0,APRUEBO,156.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,1.0,1,348.0,2.0,RECHAZO,36.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,1.0,1,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,1.0,1,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,2.0,2,342.0,1.0,APRUEBO,210.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,2.0,2,342.0,2.0,RECHAZO,43.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,2.0,2,342.0,900.0,VOTOS NULOS,1.0
EUROPA,ALEMANIA,CONSULADO GRAL.,HAMBURGO,CONSULADO,2.0,2,342.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,1.0,1-3,444.0,1.0,APRUEBO,207.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,1.0,1-3,444.0,2.0,RECHAZO,47.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,1.0,1-3,444.0,900.0,VOTOS NULOS,1.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,1.0,1-3,444.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,2.0,2,340.0,1.0,APRUEBO,222.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,2.0,2,340.0,2.0,RECHAZO,20.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,2.0,2,340.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,CONSULADO GRAL.,MUNICH,CONSULADO,2.0,2,340.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,1.0,1,347.0,1.0,APRUEBO,232.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,1.0,1,347.0,2.0,RECHAZO,21.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,1.0,1,347.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,1.0,1,347.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,1.0,APRUEBO,244.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,2.0,RECHAZO,18.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,1.0,APRUEBO,273.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,2.0,RECHAZO,9.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,1.0,APRUEBO,270.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,2.0,RECHAZO,8.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,900.0,VOTOS NULOS,1.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,1.0,APRUEBO,257.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,2.0,RECHAZO,15.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,1.0,APRUEBO,185.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,2.0,RECHAZO,30.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,900.0,VOTOS NULOS,0.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,1.0,APRUEBO,207.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,2.0,RECHAZO,11.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,900.0,VOTOS NULOS,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,1.0,APRUEBO,231.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,2.0,RECHAZO,21.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,900.0,VOTOS NULOS,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,1.0,APRUEBO,194.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,2.0,RECHAZO,11.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,900.0,VOTOS NULOS,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,1.0,APRUEBO,13.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,2.0,RECHAZO,13.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,900.0,VOTOS NULOS,0.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,1.0,APRUEBO,220.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,2.0,RECHAZO,27.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,900.0,VOTOS NULOS,1.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,1.0,APRUEBO,134.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,2.0,RECHAZO,14.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,1.0,APRUEBO,134.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,2.0,RECHAZO,14.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,1.0,APRUEBO,122.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,2.0,RECHAZO,14.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,1.0,APRUEBO,127.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,2.0,RECHAZO,9.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,1.0,APRUEBO,169.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,2.0,RECHAZO,22.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,1.0,APRUEBO,199.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,2.0,RECHAZO,17.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,900.0,VOTOS NULOS,0.0
